area,available_from,deposit,floor,location,price,AddServices,rooms,title,url,listing_description
31.08,contact for details,"1,600",4-Apr,"ul. Żelazna, Niwka, Sosnowiec, śląskie","1,600",458,2,Sosnowiec Niwka Żelazna Niski Blok Winda Taras,https://www.otodom.pl/pl/oferta/sosnowiec-niwka-zelazna-niski-blok-winda-taras-ID4rLSu,"    Punkt doskonale skomunikowany z centrum miasta (samochodem/komunikacją miejską) oraz miastami ościennymi. W pobliżu jedna z głównych arterii drogowych Sosnowca - Wojska Polskiego      Najem okazjonalny.   Mieszkanie umeblowane o powierzchni 31,08m kw., składa się z salonu z aneksem kuchennym, sypialni, łazienki razem z wc, przedpokoju oraz tarasu.   Wyposażenie jak na zdjęciach.     OPŁATY:     Miesięczne:   - czynsz najmu 1600 złotych miesięcznie:   - opłaty administracyjne do Wspólnoty Mieszkaniowej 457,93 złotych miesięcznie z zaliczkami na ogrzewanie i wodę (2m3 zimna, 1m3 podgrzanie);   - media płatne według zużycia: woda (ponad zaliczkę), ogrzewanie (ponad zaliczkę) i prąd   - wywóz nieczystości 27,70 złotych od każdej osoby;   - we własnym zakresie możliwość podłączenia tv kablowej, internetu, telefonu.     Związane z zawarciem umowy najmu:     - kaucja zwrotna 1600 złotych;   - wynagrodzenie biura nieruchomości 1600 złotych;   - wynagrodzenie notariusza 536 złotych (najem okazjonalny).     Pośrednik odpowiedzialny zawodowo - Rafał Kucharski, licencja Polskiej Federacji Rynku Nieruchomości nr 7580.   Niniejsza oferta nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego, a zawarte w niej dane mają jedynie charakter informacyjny i mogą ulec zmianie.   Oglądanie mieszkania możliwe za pośrednictwem Biura Nieruchomości FOCUSS - osoba kontaktowa Rafał Kucharski 504194545"
24,contact for details,,apartamentowiec,"ul. Ostatnia 2H, Rakowice, Prądnik Czerwony, Kraków, małopolskie","2,200",450,2 200 zł,Przytulne WIDNE nowe Rondo MOGILSKIE centrum ENG,https://www.otodom.pl/pl/oferta/przytulne-widne-nowe-rondo-mogilskie-centrum-eng-ID4bxiB,"ENGLISH WERSION BELOW   Przytulne WIDNE nowe Rondo MOGILSKIE centrum ENG   Ul  Ostatnia 2h       Mieszkanie jednopokojowe (24 m2) znajduje się w doskonale skomunikowanej lokalizacji w sercu Krakowa, w dzielnicy Śródmieście, w nowym bloku z windą na 9 piętrze    Doskonała lokalizacja w centrum miasta, w najbliższym sąsiedztwie: liczne lokale handlowo usługowe, do najbliższych przystanków autobusowych/tramwajowych jedyne 5 minut spacerem.       Kawalerka WIDNA, nowa,  PO REMONCIE, PRZYTULNA,  pachnąca , FUNKCJONALNA i wygodna oraz w pełni wyposażona i umeblowana       ZAPROJEKTOWANA PRZEZ ARCHITEKTA!!!       ŚWIEŻO PO REMONCIE i jeszcze NIE UŻYWANA       ZALETY:   1) ŚWIETNA LOKALIZACJA – jedyne 8 minut autem, trzy przystanki tramwajem lub 30 minut piechotą do Rynek Głównego    2) Bardzo ładne wykończone wnętrze na wysoki standard, zaprojektowane przez architekta   3) Niskie opłaty oraz tani czynsz   4) BEZPIECZNE osiedle   5) Świeżo po remoncie i nigdy nie używane   6) W pełni wyposażone i umeblowane –  sprzęty prosto ze sklepu  (meble/agd/smart tv/Netflix)   7) Bardzo dobra komunikacja miejska: blisko Tramwaje i autobusy   8) W pobliżu: Wawel, stare miasto, Rynek Główny, centrum handlowe uczelnie (AE/AK/PK), sklepy (Żaba, Lidl, Carrefour, Auchan, Rossman), 3 piekarnie, 3 apteki, przychodnia, poczta, szkoła, przedszkole, restauracje, parki i tereny zielone, basen, park wodny, M1/Plaza, Opera   9) Blisko do centrum rozrywkowych, kulturalnych i turystycznych   10) Ładny widok z okna mieszkania (9 piętro)   11) Cisza i spokój – daleko do rychliwych ulic.   12) Tanie ogrzewanie miejsce MPEC – ciepłe i bezpieczne (bez instalacji gazu)   13) Możliwość PARKOWANIA auta  pod blokiem !   14) Prosta umowa najmu   15) 100% prywatności   16)  Duże BARDZO  WYGODNE ŁÓZKO  dwu osobowe   17) Doskonały dojazd do Ronda Mogilskiego. W niedalekim sąsiedztwie Tauron Arena   18)  Możliwość PARKOWANIA auta w garażu ogrzewanym podziemnym za dopłatą       KOMUNIKACJA MIEJSKA  5 min pieszo:   tramwaje: 4, 5, 9, 10, 49, 52,2, 11, 14, 20, 22, 24, 50   autobusy: 128, 424, 664, 124, 125, 152, 182, 184, 189, 424, 502, 601       W POBLIŻU:   Lidl - 3min pieszo   Rossman – 3min pieszo   Apteka Nova/Słoneczna – 6 min pieszo   Centrum medyczne – 10 min pieszo   Żabka – 1 min pieszo   Restauracja  - 1 min pieszo   Jednostka policji - 3min pieszo   Park lotników – 5 min autem i 20 mint pieszo   Decathlon – 5 min autem   Centra handlowe Plaza i M1 - 5 min autem   Tauron Arena – 3min autem i 20min pieszo   WAWEL - 10min autem i 35 min pieszo   RYNEK GŁOWNY - 10 min autem i 30min pieszo   KAZIMIERZ - 10 min autem i 30min pieszo       CAŁKIEM NOWE WYPOSAŻENIE:   SMART TV Z NETFLIX i Wi-Fi, BARDZO WYGODNE dwuosobowe łózko, bardzo DUŻA szafa, biurko, stół 2-4 osobowy, 2 krzesła, pralka, półka RTV, lodówka z zamrażalnikiem, płyta indukcyjna, piekarnik, okap, czajnik elektryczny, lampka nocna, półki na książki, 4 zasłony, 2 lustra, suszarka na prania, garnki, patelnia, talerze, kubki, szklanki, sztuce, noże, deska do krojenia, kieliszki, suszarka na naczynia, pralka, kosze do segregacji odpadów   W mieszkaniu położone są panele oraz łazienkach położone płytki.  Kuchnia wyposażona w meble na wymiar z lakierowanego MDF z naturalnym dębowym blatem.       Możliwość PARKOWANIA: pod blokiem nie ma strefy !           DLA KOGO : spokojnej, niepalącej 1 osobie, bez zwierząt  ;)       Składa się z:   - holu z dużą szafą  - przestronnego salonu z aneksem kuchennym, stołem, biurkiem i rozkładaną kanapą  - łazienki z prysznicem, szafką i pralką       Możliwość obejrzenia, i rezerwacji :_) Zapraszam !       Koszty wynajmu:  2200 PLN m/c plus opłaty dodatkowe 450 PLN/m-c (obecnie ciepła, zimna woda, ogrzewanie potem wg. zużycia, śmieci) + prąd wg licznika (obecnie około 100 zł)   Kaucja zwrotna: 2200 PLN     Koszt pośrednika: 2200 PLN       Zapraszam do oglądania:   Michał 716_343_675   Justyna 792_896_212       ENGLISH:        Cozy Light new Apartment - Rondo MOGILSKIE ENG Center of Krakow   Ostatnia Street 2h   One-room apartment (24 m2) is located in a perfectly connected location in the heart of Krakow, in the Grzegórzki district, in a new block with an elevator on the 9th floor   Perfect location in the city center, in the immediate vicinity: numerous commercial and service premises, only 5 minutes walk to the nearest bus / tram stops.    Studio WIDNA, new, AFTER RENOVATION, COZY, fragrant, FUNCTIONAL and comfortable, fully equipped and furnished    DESIGNED BY AN ARCHITECT !!!    FRESH AFTER RENOVATION and not yet USED    BENEFITS:  1) GREAT LOCATION - only 8 minutes by car, three stops by tram or 30 minutes on foot to the Main Square  2) Very nice interior, finished to a high standard, designed by an architect  3) Low fees and cheap rent  4) SAFE housing estate  5) Freshly renovated and never used  6) Fully equipped and furnished - appliances straight from the store (furniture / agd / smart tv / Netflix)  7) Very good public transport: close to Trams and buses  8) Nearby: Wawel, Old Town, Main Square, shopping center, universities (AE / AK / PK), shops (Żaba, Lidl, Carrefour, Auchan, Rossman), 3 bakeries, 3 pharmacies, clinic, post office, school, kindergarten , restaurants, parks and green spaces, swimming pool, water park, M1 / ​​Plaza, Opera  9) Close to the entertainment, cultural and tourist center  10) Nice view from the apartment window (9th floor)  11) Peace and quiet - far away from the fast streets.  12) Cheap heating MPEC place - warm and safe (no gas installation)  13) Possibility to PARK the car under the block!  14) Simple rental agreement  15) 100% privacy  16) A large VERY COMFORTABLE BED for two  17) Excellent access to Rondo Mogilskie. In the immediate vicinity of the Tauron Arena  18) Possibility to PARK the car in the heated underground garage for an additional fee   PUBLIC TRANSPORT 5 min on foot:   trams: 4, 5, 9, 10, 49, 52.2, 11, 14, 20, 22, 24, 50   buses: 128, 424, 664, 124, 125, 152, 182, 184, 189, 424, 502, 601       NEAR:   Lidl - 3 minutes on foot   Rossman - 3 minutes on foot   Nova / Słoneczna Pharmacy - 6 minutes on foot   Medical center - 10 minutes on foot   Żabka - 1 minute on foot   Restaurant - 1 min on foot   Police unit - 3 minutes on foot   Park of aviators - 5 minutes by car and 20 minutes on foot   Decathlon - 5 minutes by car   Plaza and M1 shopping centers - 5 minutes by car   Tauron Arena - 3 minutes by car and 20 minutes on foot   WAWEL - 10 minutes by car and 35 minutes on foot   MAIN MARKET SQUARE - 10 minutes by car and 30 minutes on foot   KAZIMIERZ - 10 minutes by car and 30 minutes on foot       ALL NEW EQUIPMENT:   SMART TV WITH NETFLIX and Wi-Fi, VERY COMFORTABLE double bed, very BIG wardrobe, desk, table for 2-4 people, 2 chairs, washing machine, TV shelf, fridge with freezer, induction hob, oven, hood, electric kettle, bedside lamp , bookshelves, 4 curtains, 2 mirrors, laundry dryer, pots, frying pan, plates, cups, glasses, cutlery, knives, cutting board, glasses, dish dryer, washing machine, waste segregation baskets   The apartment has panels and bathrooms are tiles.  The kitchen is equipped with custom-made furniture made of lacquered MDF with a natural oak top.       Possibility of PARKING: there is no zone under the block!           FOR WHOM: quiet, non-smoker for 1 person, no pets;)       Consists of the:   - hall with a large wardrobe  - a spacious living room with a kitchenette, table, desk and a fold-out sofa  - bathrooms with shower, cupboard and washing machine       Possibility to see and book: _) Feel free!       Rental costs: PLN 2,200 per month plus additional fees PLN 450 / month (currently hot, cold water, heating then according to consumption, garbage) + electricity according to the meter (currently about PLN 150)   Refundable deposit: PLN 2,200   + Broker cost PLN 2,200       I invite you to watch:   Michael 716_343_675   Justyna 792_896_212            "
77.4,6/24/2024,"6,000",5-Apr,"ul. Serbska, Szeląg, Stare Miasto, Poznań, wielkopolskie","4,000",500,4,"Świeżo po remoncie, z widokiem na Wartę, balkon",https://www.otodom.pl/pl/oferta/swiezo-po-remoncie-z-widokiem-na-warte-balkon-ID4rchM,"Polecam nowocześnie urządzone, świeżo wyremontowane mieszkanie 4-pokojowe zlokalizowane na os. Wilczak w dzielnicy Winogrady. Piętro 4/5 (winda) w budynku z 2007 roku. Idealnie usytuowane - pierwsza linia zabudowy od Warty z widokiem na zieleń oraz rzekę. Zamknięte osiedle z ochroną, monitoringiem, placem zabaw dla dzieci. W pobliżu rozwinięta infrastruktura handlowo - usługowa; 10min do Centrum.  Na powierzchnię całkowitą mieszkania 77,4m2 przypada: pokój dzienny z aneksem kuchennym ponad 30m2 sypialnia 13m2, sypialnia 7.5m2, sypialnia lub garderoba 7.5m2, łazienka 4.6m2, wc 1.7m2.  Balkon od strony południowo-wschodniej.  Kaucja: 6000zł. Czynsz najmu: 4000zł.  Czynsz administracyjny: 1000zł (przy trzech osobach) + energia elektryczna. Możliwość wynajęcia dodatkowo miejsca parkingowego w garażu podziemnym lub parkowania (bezpłatnie) na terenie osiedla, za szlabanem. Umowa najmu okazjonalnego na czas określony: 12-24 miesięcy. Zapraszam na prezentację (klucze w biurze)! Więcej ofert znajdą Państwo na naszej stronie internetowej  vanderhaus pl _ Agencja VanDer Haus Nieruchomości za zrealizowaną usługę pośrednictwa w najmie/nabyciu nieruchomości pobiera wynagrodzenie wg cennika dostępnego na stronie internetowej biura.  _ Przedstawiona oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu Art. 66 par.1 Kodeksu Cywilnego. Treść ogłoszenia oparta na informacjach podanych przez właściciela nieruchomości. Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()"
50.25,7/26/2023,"5,000",2-Feb,"ul. Kościelna, Nowe Miasto, Śródmieście, Warszawa, mazowieckie","3,600",678,2,Klimatyczne 2 pok. mieszkanie na Starówce,https://www.otodom.pl/pl/oferta/klimatyczne-2-pok-mieszkanie-na-starowce-ID4rggO,"Do wynajmu na STARÓWCE dwa pokoje o powierzchni 50,25 m2, piętro 2. Doskonała lokalizacja i dobra komunikacja: autobusy, tramwaje, pieszo do metra Ratusz Arsenał 15 min., do Multimedialnego Parku Fontann 1 min., do Barbakanu 3 min., do Zamku Królewskiego 10 min. W pobliżu liczne restauracje, puby, Muzea i wiele innych atrakcji Starego Miasta. Mieszkanie składa się:  z salonu, sypialni, oddzielnej dużej i widnej kuchni z oknem, łazienki, przedpokoju oraz schowka z funkcją garderoby/pralni.  Jest w pełni umeblowane, w cenie Internet i telewizja satelitarna. Wyposażenie:   Salon: szafki RTV, szafka, witrynka, stolik kawowy/ława, rozkładana skórzana kanapa z funkcją spania oraz fotel skórzany.  Sypialnia: duże łóżko, szafki nocne, komoda, szafa, fotel. Kuchnia wyposażona w niezbędny sprzęt AGD.  Łazienka z prysznicem. Nie wynajmuję osobom palącym oraz ze zwierzętami. Cena: 3 600 zł + 678 zł czynsz administracyjny + opłaty za media wg liczników (prąd, woda, c.o - po ew. przekroczeniu opłat w czynszu administracyjnym).  Najem piwnicy (nie jest obligatoryjny) dodatkowo płatny 300 zł Kaucja 5 000 zł Umowa najmu okazjonalnego(min. na rok) podpisana u Notariusza.   Koszt sporządzenia aktu Notarialnego po połowie: wynajmujący/najemca. Zapraszam do oglądania."
48,7/29/2024,"3,000",4-Apr,"Rataje, Nowe Miasto, Poznań, wielkopolskie","3,000",600,3,3 Niezależne Pokoje Rondo Rataje/Posnania,https://www.otodom.pl/pl/oferta/3-niezalezne-pokoje-rondo-rataje-posnania-ID4rLSG,"Polecam do wynajęcia 3 pokojowe mieszkanie 48 m2 znajdujące się w czteropiętrowym ocieplonym bloku na Poznańskich Ratajach przy Os. Oświecenia. Mieszkanie posiada dogodną lokalizację, ma bardzo dobry dojazd we wszystkie strony Poznania. Przystanek tramwajowy i autobusowy  znajdują się 5 min od mieszkania, przykładowo do Starego Browaru można dojechać w 7min. Dworzec autobusowy na Rondzie Rataje znajduje się dwa przystanki dalej (2 min tramwajem), albo spacerkiem ok. 10 min. W pobliżu znajduje się Biedronka, pasaż rondo, w którym znajdują się pyszne obiady domowe.   Na nieruchomość składają się 3 niezależne (16, 12, 8 m2), z największego pokoju jest wyjście na balkon z pięknym widokiem na zieleń, oddzielna nowoczesna kuchnia oraz łazienka wyposażona w wygodną narożnikową wannę oraz dwa samodzielne mniejsze pokoje, w jednym z nich nie ma łóżka w razie potrzeby jest możliwość doposażenia go.  Duży pokój wyposażony w wygodny narożnik z funkcją spania, stół + 6 krzeseł oraz meble. Do mieszkania przynależna jest piwnica.    Cena najmu 3000 zł + opłaty administracyjne ok. 600 zł w tym wliczona woda, śmieci i ogrzewanie mieszkania. Istnieje możliwość dostępu do Internetu i TV Kablowej. Kaucja w wysokości 3000 zł, do zwrotu po zakończeniu umowy najmu.   Lokal jest wolny od zaraz, zapraszam do oglądania na żywo.    Osoba prowadząca Tomasz Tomczak 790 591 451."
39,7/29/2024,"3,000",4-Apr,"ul. Obornicka, Różanka, Psie Pole, Wrocław, dolnośląskie","2,750",500,2,Dobry stan | Balkon | Obornicka,https://www.otodom.pl/pl/oferta/dobry-stan-balkon-obornicka-ID4rLSQ,"Polecam Państwu dwupokojowe mieszkanie w cichej okolicy z szybkim dojazdem do centrum.  MIESZKANIE o powierzchni 39 m2 składa się z: - salonu z kuchnią - sypialni - łazienki  - przedpokoju  - balkonu KOMUNIKACJA MIEJSKA W pobliżu są przystanki tramwajowe oraz autobusowe. Dojazd do centrum zajmuje około 20 minut.  INFORMACJE DODATKOWE - 4 piętro z windą  - podłączony światłowód   - umeblowane - ekspozycja półdniowa  - do wprowadzenia  - wyposażone w niezbędny sprzęt ( pralka, telewizor, lodówka, kuchenka ) - miejsca parkingowe są za szlabanem tylko dla mieszkańców osiedla  OPŁATY Czynsz najmu  - 2750 zł  Opłaty dodatkowe  - 500 zł ( w tym ogrzewanie, woda, śmieci i inne opłaty administracyjne ) Kaucja  - 3000 zł. W przypadku pytań, zapraszam do kontaktu telefonicznego.  Władysław Bojko 576 901 905 WRE Nieruchomości ul. Piłsudskiego 49-57, (3 piętro) 50-024 Wrocław Uwaga! Prezentowane w serwisie oferty nie stanowią oferty handlowej w rozumieniu art. 66 Kodeksu Cywilnego i mogą być nieaktualne. Nota prawna Opis oferty zawarty na stronie internetowej sporządzany jest na podstawie oględzin nieruchomości oraz informacji uzyskanych od właściciela, może podlegać aktualizacji i nie stanowi oferty określonej w art. 66 i następnych K.C"
36,contact for details,"1,500",3-Jan,"ul. Zakole, Koszalin, zachodniopomorskie","1,500",430,2,"2 pokoje w centrum Koszalina, 1 piętro",https://www.otodom.pl/pl/oferta/2-pokoje-w-centrum-koszalina-1-pietro-ID4rLT8,"Mieszkanie, 2 pokoje, 36 m2, 1-sze piętro, Koszalin, Centrum    Zadbane, schludne i słoneczne mieszkanie w centrum Koszalina. 2 pokoje w budynku z 2007 roku, pierwsze piętro. Idealne miejsce na pierwsze mieszkanie dla młodego małżeństwa. Wchodząc do mieszkania najpierw znajdziemy się w przedpokoju, z którego mamy wejście do łazienki i do salonu.. Z salonu mamy wejścia: na balkon, do sypialni i do kuchni. Kuchnia umeblowana (zabudowa kuchenna + stół) i wyposażona w kuchenkę i lodówkę. W sypialni mamy do dyspozycji szafę - poprzedni najemcy używali własnego łóżka.  Balkon  w otoczeniu zieleni daje idealne warunki do odpoczynku. Wprawdzie w pobliżu jest droga ale odgłosy z niej nikną w zieleni.    Atuty nieruchomości:   - położenie w centrum miasta, na spokojnym, zadbanym osiedlu  Zakole   - duża  piwnica   -  światłowód  w mieszkaniu   - stosunkowo nowy budynek   - schludna i czysta klatka schodowa   - dużo miejsc parkingowych, ogólnodostępnych   - niskie opłaty do wspólnoty: 430 zł + opłata za śmieci + opłata za wodę   - niskie koszty ogrzewania.   Zlecenie prowadzone pod nadzorem Pośrednika, nr licencji: 14825  "
34,contact for details,,Rodzaj zabudowy,"Czyżkówko, Bydgoszcz, kujawsko-pomorskie","1,350",500,1 350 zł,"Kawalerka, umeblowanaduża loggia.",https://www.otodom.pl/pl/oferta/kawalerka-umeblowanaduza-loggia-ID4rLTU,"Kawalerka -34m2 w nowym, kameralnym bloku, w spokojnej części Czyżkówka. Salon 20m2, kuchnia-4,40m2, łazienka a WC-4,47m2 z wanną i hydromasażem. Duża loggia-9,38m2. Mieszkanie umeblowane, ładny panoramiczny widok. Blok ogrodzony, monitorowany, zadbana posesja. Blisko"" Biedronka"", przystanek autobusowy."
83,8/1/2023,"6,800",5-Jan,"ul. Włodzimierza Perzyńskiego, Słodowiec, Bielany, Warszawa, mazowieckie","6,700",1,3,3 pokojowy apartament na Bielanach,https://www.otodom.pl/pl/oferta/3-pokojowy-apartament-na-bielanach-ID4rvLg,"Mamy przyjemność przedstawić Panstwu 3 pokojowy apartament wykończony w wysokim standardzie na 1 piętrze przy ulicy Perzyńskiego 20 w Warszawie.  Na wynajem od konca lipca O MIESZKANIU Kuchnia umeblowana i wyposażona w sprzęty AGD wysokiej jakości. Apartament dwu-stronny, bardzo jasny - duże drewniane okna. Mieszkanie składa się ze strefy dziennej i nocnej. Sercem apartamentu jest otwarty salon połączony z kuchnią z wyjściem na taras od strony ul. Perzyńskiego. Możliwość wyjścia na taras z każdego pokoju. Nieruchomość ma powierzchnię 83 m2 i składa się z części: * Salon z wyjściem na duży taras dookoła całego mieszkania (zamykaną loggię) * Otwarta kuchnia z częścią jadalnianą (zmywarka, lodówka, piekarnik, kuchenka mikrofalowa) * Główna łazienka wyposażonej w wannę, szeroką umywalkę i toaletę (incl. pralka) * Mniejsza toaleta gościnna  * Duża Garderoba  * Hol z dużymi szafami zabudowanymi * Sypialnia_1 (Master bedroom) - wyposażone w łóżko + szafeczki przy łóżku z wyjściem na balkon * Sypialnia_2 (pokój dziecinny) wyposażone w łóżko piętrowe + szafki dziecięce z wyjściem na balkon CENA  6800 PLN plus czynsz administracyjny w wysokości 1300 PLN oraz opłaty licznikowe wg zużycia. Do apartamentu przynależy duża komórka lokatorska oraz miejsce parkingowe w garażu podziemnym. LOKALIZACJA Nieruchomość znajduje się tuż przy metrze Słodowiec (5 min piechotą) oraz w pobliżu przystanków ZTM (Przystanek Perzyńskiego). W pobliżu szereg sklepów i punktów usługowych, szkoły i przedszkola. Perzyńskiego 20 to elegancki budynek posiadający tylko 25 lokali, z recepcją, ochroną i monitoringiem. W okolicy bardzo dużo zieleni, przestrzeni do spacerowania oraz tras rowerowych.Na dole recpecja / ochrona, podwójnie zamykane drzwi wejściowe na klatkę schodową.   We speak EN / PL / UKR / RU / FR / ES. We provide assistance at every stage.  Zapraszamy do kontaktu z naszym biurem - THE Capital Warsaw. Jest możliwość obejrzenia online. Zapewniamy każdemu klientowi kompleksowe wsparcie i indywidualną opiekę. Nasi eksperci ds. nieruchomości spełniają wszystkie wymagania naszych klientów, szybko i skutecznie załatwiając ich potrzeby.  Zapytaj o inne oferty, posiadamy w naszej bazie wiele innych obiektów. Numer oferty:"
130,9/1/2024,"18,000",10-Oct,"ul. Szlenkierów, Młynów, Wola, Warszawa, mazowieckie","9,000",2,3,Wyjątkowe mieszkanie przy Rondzie Onz,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-przy-rondzie-onz-ID4rlRm,"Mamy przyjemnosc zaprezentowac Państwu 3-pokojowe mieszkanie znajdujace sie na Woli, ul. Szlenkierów. Dostepne do wynajecia od września. Apartment ma powierzchnie 130 m2 i znajduje sie na 10 pietrze. Sktada sie z dużego salonu z kuchnią o wysokości 5 metrów, antresoli, sypialni z garderobą i dwóch osobnych łazienek. . LOKALIZACJA Apartament zlokalizowany w bliskiej odległości od metra Rondo Daszyńskiego i posiada taras z widokiem na warszawskie wieżowce. CENA   Cena - 9000 PLN + czynsz w wysokosci 2000 PLN. Do tego dochodza koszty za zuzyta energie elektryczna, ktora jest rozliczana wedtug stanów licznikow. Jednorazowa kaucja - 18000 ztotych. numer oferty: 168720 Zapraszamy do kontaktu z naszym biurem! ENG We are pleased to present you a unique apartment located in Wola. The apartment is finished in a very elegant and peaceful manner, very bright and practical. We invite you to contact us for more information. We speak PL / UKR / RU / ENG. We provide assistance at every stage."
53,contact for details,"4,000",5-Mar,"ul. Dąbska, Dąbie, Grzegórzki, Kraków, małopolskie","3,400",560,2,REZERWACJA | 53m2 | 2 pokoje + kuchnia |,https://www.otodom.pl/pl/oferta/rezerwacja-53m2-2-pokoje-kuchnia-ID4rLMl,"Dzień dobry,     Do wynajęcia mieszkanie 2 pokojowe z osobną kuchnią przy  ul. Dąbskiej  w Krakowie.     Mieszkanie mieści się na 3 piętrze bloku z windą, posiada  miejsce postojowe  w garażu podziemnym.   W tym roku w mieszkaniu zostały odmalowane ściany, w łazience wymieniono prysznic z brodzikiem oraz armaturą, zakupiono nowy wygodny materac.     W skład mieszkania wchodzi:   - przedpokój z pojemną szafą   - duża sypialnia z wyjściem na loggie i szafą we wnęce,   - duży salon z miejscem do pracy,   - osobna kuchnia z wyjściem na loggie,   - łazienka     Mieszkanie ma południowo-zachodnią ekspozycję co w połączeniu z dużymi oknami daje dużą ilość światła w ciągu dnia.   Mieszkanie dostępne od 13.08.2024.     Cena:  3500  zł odstępne +  560  zł czynsz (w tym ogrzewanie i woda) + prąd wg zużycia, internet we własnym zakresie.   Możliwość wynajęcia miejsca postojowego w cenie  250  zł. Kaucja zwrotna  4000  zł     Ogłoszenie prywatne =  brak prowizji .   Zawieram umowę najmu okazjonalnego."
65,9/1/2024,"10,000",5-Apr,"ul. Szwedzka, Nowa Praga, Praga-Północ, Warszawa, mazowieckie","5,999",599,3,"Mieszkanie 3 pokojowe, przy metrze Szwedzka",https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-przy-metrze-szwedzka-ID4rGrd,"Mamy przyjemność zaprezentować Państwu wyjątkowy apartament przy ul. Szwedzkiej. Dostępny do wynajęcia od 1 września 2024. DO WYNAJĘCIA: TRZYPOKOJOWY APARTAMENT O POWIERZCHNI 65 m² Wykończony w wysokim standardzie Apartament znajduje się na 4 piętrze w budynku wybudowanym w 2021 r. Składa się z przestronnego salonu z aneksem kuchennym (34 m²), 2 sypialni, łazienki z wanną i prysznicem oraz WC, a także bardzo dużego tarasu o powierzchni 15 m². LOKALIZACJA Apartament znajduje się w doskonałej lokalizacji, w bliskiej odległości od stacji metra Szwedzka (300 m), co zapewnia szybki dostęp do pełnej infrastruktury miejskiej i łatwy dojazd do wszystkich dzielnic zarówno samochodem, jak i środkami komunikacji miejskiej. W okolicy znajdują się restauracje, sklepy, punkty usługowe, kawiarnie itp. OPIS APARTAMENTU Salon z aneksem kuchennym: Przestronny i jasny salon z nowoczesnym aneksem kuchennym. Pierwsza sypialnia: Duże łóżko, przestronna szafa w zabudowie oraz biurko. Druga sypialnia: Dwa jednoosobowe łóżka, stolik nocny, garderoba oraz biurko. Łazienka: Wanna z prysznicem i WC. Dodatkowe pomieszczenia: Szafa gospodarcza z pralką i półkami, zapewniająca dodatkowe miejsce do przechowywania. MOŻLIWOŚĆ NAJMU NA KRÓTSZY OKRES Możliwość najmu na okres 3-6 miesięcy za dodatkową opłatą 500-700 zł miesięcznie. CENA Cena: 5999 zł + czynsz administracyjny 599 zł Kaucja: 10.000 zł Tylko najem okazjonalny. Zapraszamy do kontaktu z naszym biurem! ENG We are pleased to present you a unique commercial property located in Praga Południe. We invite you to contact us for more information. We speak PL / UKR / RU / ENG. We provide assistance at every stage."
57,contact for details,,blok,"ul. Pejzażowa, Ksawerów, Mokotów, Warszawa, mazowieckie","2,900",400,3 300 zł,NOWE STUDIO z klimatyzacją przy Metro Wilanowska.,https://www.otodom.pl/pl/oferta/nowe-studio-z-klimatyzacja-przy-metro-wilanowska-ID4rGno,"    Wilanowska Metro Park to nowoczesny i elegancki, dziesięciopiętrowy budynek, oferujący w pełni wyposażone w zabudowę meblową oraz w klimatyzację apartamenty na wynajem o powierzchni od 21 do 57 m2. Doskonała lokalizacja, 30 metrów od Metra Wilanowska, w sąsiedztwie nowoczesnych centrów biznesowych, nieopodal lotniska i z doskonałym transportem publicznym, zapewniającym niesamowity komfort, wygodę i szybkość dojazdu do każdej części Warszawy. W naszej ofercie znajdują się lokale 1-pokojowe typu studio w pełni umeblowane i wyposażone w zabudowę kuchenną wraz ze sprzętem AGD oraz w łazienkę. Możliwe dodatkowe doposażenie lokalu na prośbę klienta oraz wynajem miejsca postojowego lub komórki lokatorskiej.      Elastyczne warunki najmu, uzgadniane indywidualnie z klientem.    Cena najmu nie obejmuje zużycia mediów wyliczanych na podstawie dedykowanych do lokali odrębnych liczników, doposażenia lokalu, najmu dodatkowych powierzchni czy miejsc postojowych.      Zapraszam do kontaktu w celu umówienia spotkania."
